Vuosi_code,Vuosi_label,"Sähkön tuotanto ja kulutus, GWh_code","Sähkön tuotanto ja kulutus, GWh_label",Tiedot_code,Tiedot_label,value
2006,2006,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,4.5
2006,2006,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",5.2
2006,2006,14,Muut uusiutuvat (Uusiutuva energialähde),arvogwh,"Määrä, GWh",263
2006,2006,14,Muut uusiutuvat (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-12.9
2006,2006,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.3
2006,2006,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.3
2006,2006,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",10219
2006,2006,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,13.5
2006,2006,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,11.3
2006,2006,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",13
2006,2006,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,arvogwh,"Määrä, GWh",21688
2006,2006,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-4.1
2006,2006,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,24.1
2006,2006,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",27.6
2006,2006,17,Muut energialähteet,arvogwh,"Määrä, GWh",391
2006,2006,17,Muut energialähteet,vv_muutos,Vuosimuutos %,28.2
2006,2006,17,Muut energialähteet,osuuskk,Osuus kokonaiskulutuksesta %,0.4
2006,2006,17,Muut energialähteet,osuuskt,"Osuus kokonaistuotannosta, %",0.5
2006,2006,18,SÄHKÖN TUOTANTO YHTEENSÄ,arvogwh,"Määrä, GWh",78641
2006,2006,18,SÄHKÖN TUOTANTO YHTEENSÄ,vv_muutos,Vuosimuutos %,16.2
2006,2006,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,87.3
2006,2006,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",100
2006,2006,19,Sähkön nettotuonti,arvogwh,"Määrä, GWh",11401
2006,2006,19,Sähkön nettotuonti,vv_muutos,Vuosimuutos %,-33
2006,2006,19,Sähkön nettotuonti,osuuskk,Osuus kokonaiskulutuksesta %,12.7
2006,2006,19,Sähkön nettotuonti,osuuskt,"Osuus kokonaistuotannosta, %",
2006,2006,20,SÄHKÖN KOKONAISKULUTUS,arvogwh,"Määrä, GWh",90042
2006,2006,20,SÄHKÖN KOKONAISKULUTUS,vv_muutos,Vuosimuutos %,6.3
2006,2006,20,SÄHKÖN KOKONAISKULUTUS,osuuskk,Osuus kokonaiskulutuksesta %,100
2006,2006,20,SÄHKÖN KOKONAISKULUTUS,osuuskt,"Osuus kokonaistuotannosta, %",
2007,2007,01,YDINVOIMA,arvogwh,"Määrä, GWh",22501
2007,2007,01,YDINVOIMA,vv_muutos,Vuosimuutos %,2.3
2007,2007,01,YDINVOIMA,osuuskk,Osuus kokonaiskulutuksesta %,24.9
2007,2007,01,YDINVOIMA,osuuskt,"Osuus kokonaistuotannosta, %",28.9
2007,2007,02,Öljy (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",431
2007,2007,02,Öljy (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-1.8
2007,2007,02,Öljy (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.5
2007,2007,02,Öljy (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",0.6
2007,2007,03,Kivihiili (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",12974
2007,2007,03,Kivihiili (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-14.7
2007,2007,03,Kivihiili (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,14.4
2007,2007,03,Kivihiili (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",16.7
2007,2007,04,Maakaasu (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",10250
2007,2007,04,Maakaasu (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-14.2
2007,2007,04,Maakaasu (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,11.3
2007,2007,04,Maakaasu (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",13.2
2007,2007,05,Muut fossiiliset (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",802
2007,2007,05,Muut fossiiliset (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,5.8
2007,2007,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.9
2007,2007,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",1
2007,2007,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",24458
2007,2007,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-13.7
2007,2007,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,27.1
2007,2007,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",31.4
2007,2007,07,Turve,arvogwh,"Määrä, GWh",6925
2007,2007,07,Turve,vv_muutos,Vuosimuutos %,11.5
2007,2007,07,Turve,osuuskk,Osuus kokonaiskulutuksesta %,7.7
2007,2007,07,Turve,osuuskt,"Osuus kokonaistuotannosta, %",8.9
2007,2007,08,FOSSIILISET JA TURVE YHTEENSÄ,arvogwh,"Määrä, GWh",31382
2007,2007,08,FOSSIILISET JA TURVE YHTEENSÄ,vv_muutos,Vuosimuutos %,-9.2
2007,2007,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,34.7
2007,2007,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",40.3
2007,2007,09,Vesivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",13991
2007,2007,09,Vesivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,23.7
2007,2007,09,Vesivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,15.5
2007,2007,09,Vesivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",18
2007,2007,10,Tuulivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",188
2007,2007,10,Tuulivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,22.9
2007,2007,10,Tuulivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.2
2007,2007,10,Tuulivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.2
2007,2007,11,Aurinkovoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",4
2007,2007,11,Aurinkovoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,33.3
2007,2007,11,Aurinkovoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0
2007,2007,11,Aurinkovoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0
2007,2007,12,Mustalipeä (Uusiutuva energialähde),arvogwh,"Määrä, GWh",5711
2007,2007,12,Mustalipeä (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-3.2
2007,2007,12,Mustalipeä (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,6.3
2007,2007,12,Mustalipeä (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",7.3
2007,2007,13,Muut puupolttoaineet (Uusiutuva energialähde),arvogwh,"Määrä, GWh",3393
2007,2007,13,Muut puupolttoaineet (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-16.3
2007,2007,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,3.8
2007,2007,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",4.4
2007,2007,14,Muut uusiutuvat (Uusiutuva energialähde),arvogwh,"Määrä, GWh",328
2007,2007,14,Muut uusiutuvat (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,24.7
2007,2007,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.4
2007,2007,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.4
2007,2007,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",9432
2007,2007,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-7.7
2007,2007,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,10.4
2007,2007,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",12.1
2007,2007,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,arvogwh,"Määrä, GWh",23614
2007,2007,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,vv_muutos,Vuosimuutos %,8.9
2007,2007,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,26.1
2007,2007,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",30.3
2007,2007,17,Muut energialähteet,arvogwh,"Määrä, GWh",333
2007,2007,17,Muut energialähteet,vv_muutos,Vuosimuutos %,-14.8
2007,2007,17,Muut energialähteet,osuuskk,Osuus kokonaiskulutuksesta %,0.4
2007,2007,17,Muut energialähteet,osuuskt,"Osuus kokonaistuotannosta, %",0.4
2007,2007,18,SÄHKÖN TUOTANTO YHTEENSÄ,arvogwh,"Määrä, GWh",77831
2007,2007,18,SÄHKÖN TUOTANTO YHTEENSÄ,vv_muutos,Vuosimuutos %,-1
2007,2007,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,86.1
2007,2007,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",100
2007,2007,19,Sähkön nettotuonti,arvogwh,"Määrä, GWh",12557
2007,2007,19,Sähkön nettotuonti,vv_muutos,Vuosimuutos %,10.1
2007,2007,19,Sähkön nettotuonti,osuuskk,Osuus kokonaiskulutuksesta %,13.9
2007,2007,19,Sähkön nettotuonti,osuuskt,"Osuus kokonaistuotannosta, %",
2007,2007,20,SÄHKÖN KOKONAISKULUTUS,arvogwh,"Määrä, GWh",90388
2007,2007,20,SÄHKÖN KOKONAISKULUTUS,vv_muutos,Vuosimuutos %,0.4
2007,2007,20,SÄHKÖN KOKONAISKULUTUS,osuuskk,Osuus kokonaiskulutuksesta %,100
2007,2007,20,SÄHKÖN KOKONAISKULUTUS,osuuskt,"Osuus kokonaistuotannosta, %",
2008,2008,01,YDINVOIMA,arvogwh,"Määrä, GWh",22050
2008,2008,01,YDINVOIMA,vv_muutos,Vuosimuutos %,-2
2008,2008,01,YDINVOIMA,osuuskk,Osuus kokonaiskulutuksesta %,25.3
2008,2008,01,YDINVOIMA,osuuskt,"Osuus kokonaistuotannosta, %",29.6
2008,2008,02,Öljy (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",617
2008,2008,02,Öljy (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,43.2
2008,2008,02,Öljy (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.7
2008,2008,02,Öljy (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",0.8
2008,2008,03,Kivihiili (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",7956
2008,2008,03,Kivihiili (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-38.7
2008,2008,03,Kivihiili (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,9.1
2008,2008,03,Kivihiili (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",10.7
2008,2008,04,Maakaasu (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",10722
2008,2008,04,Maakaasu (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,4.6
2008,2008,04,Maakaasu (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,12.3
2008,2008,04,Maakaasu (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",14.4
2008,2008,05,Muut fossiiliset (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",753
2008,2008,05,Muut fossiiliset (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-6.1
2008,2008,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.9
2008,2008,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",1
2008,2008,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",20048
2008,2008,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-18
2008,2008,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,23
2008,2008,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",26.9
2008,2008,07,Turve,arvogwh,"Määrä, GWh",4929
2008,2008,07,Turve,vv_muutos,Vuosimuutos %,-28.8
2008,2008,07,Turve,osuuskk,Osuus kokonaiskulutuksesta %,5.6
2008,2008,07,Turve,osuuskt,"Osuus kokonaistuotannosta, %",6.6
2008,2008,08,FOSSIILISET JA TURVE YHTEENSÄ,arvogwh,"Määrä, GWh",24977
2008,2008,08,FOSSIILISET JA TURVE YHTEENSÄ,vv_muutos,Vuosimuutos %,-20.4
2008,2008,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,28.6
2008,2008,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",33.5
2008,2008,09,Vesivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",16909
2008,2008,09,Vesivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,20.9
2008,2008,09,Vesivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,19.4
2008,2008,09,Vesivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",22.7
2008,2008,10,Tuulivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",261
2008,2008,10,Tuulivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,38.8
2008,2008,10,Tuulivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.3
2008,2008,10,Tuulivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.3
2008,2008,11,Aurinkovoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",4
2008,2008,11,Aurinkovoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,0
2008,2008,11,Aurinkovoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0
2008,2008,11,Aurinkovoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0
2008,2008,12,Mustalipeä (Uusiutuva energialähde),arvogwh,"Määrä, GWh",5312
2008,2008,12,Mustalipeä (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-7
2008,2008,12,Mustalipeä (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,6.1
2008,2008,12,Mustalipeä (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",7.1
2008,2008,13,Muut puupolttoaineet (Uusiutuva energialähde),arvogwh,"Määrä, GWh",4200
2008,2008,13,Muut puupolttoaineet (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,23.8
2008,2008,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,4.8
2008,2008,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",5.6
2008,2008,14,Muut uusiutuvat (Uusiutuva energialähde),arvogwh,"Määrä, GWh",360
2008,2008,14,Muut uusiutuvat (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,9.8
2008,2008,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.4
2008,2008,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.5
2008,2008,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",9872
2008,2008,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,4.7
2008,2008,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,11.3
2008,2008,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",13.3
2008,2008,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,arvogwh,"Määrä, GWh",27046
2008,2008,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,vv_muutos,Vuosimuutos %,14.5
2008,2008,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,31
2008,2008,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",36.3
2008,2008,17,Muut energialähteet,arvogwh,"Määrä, GWh",423
2008,2008,17,Muut energialähteet,vv_muutos,Vuosimuutos %,27
2008,2008,17,Muut energialähteet,osuuskk,Osuus kokonaiskulutuksesta %,0.5
2008,2008,17,Muut energialähteet,osuuskt,"Osuus kokonaistuotannosta, %",0.6
2008,2008,18,SÄHKÖN TUOTANTO YHTEENSÄ,arvogwh,"Määrä, GWh",74495
2008,2008,18,SÄHKÖN TUOTANTO YHTEENSÄ,vv_muutos,Vuosimuutos %,-4.3
2008,2008,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,85.4
2008,2008,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",100
2008,2008,19,Sähkön nettotuonti,arvogwh,"Määrä, GWh",12772
2008,2008,19,Sähkön nettotuonti,vv_muutos,Vuosimuutos %,1.7
2008,2008,19,Sähkön nettotuonti,osuuskk,Osuus kokonaiskulutuksesta %,14.6
2008,2008,19,Sähkön nettotuonti,osuuskt,"Osuus kokonaistuotannosta, %",
2008,2008,20,SÄHKÖN KOKONAISKULUTUS,arvogwh,"Määrä, GWh",87267
2008,2008,20,SÄHKÖN KOKONAISKULUTUS,vv_muutos,Vuosimuutos %,-3.5
2008,2008,20,SÄHKÖN KOKONAISKULUTUS,osuuskk,Osuus kokonaiskulutuksesta %,100
2008,2008,20,SÄHKÖN KOKONAISKULUTUS,osuuskt,"Osuus kokonaistuotannosta, %",
2009,2009,01,YDINVOIMA,arvogwh,"Määrä, GWh",22601
2009,2009,01,YDINVOIMA,vv_muutos,Vuosimuutos %,2.5
2009,2009,01,YDINVOIMA,osuuskk,Osuus kokonaiskulutuksesta %,27.8
2009,2009,01,YDINVOIMA,osuuskt,"Osuus kokonaistuotannosta, %",32.6
2009,2009,02,Öljy (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",483
2009,2009,02,Öljy (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-21.7
2009,2009,02,Öljy (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.6
2009,2009,02,Öljy (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",0.7
2009,2009,03,Kivihiili (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",10408
2009,2009,03,Kivihiili (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,30.8
2009,2009,03,Kivihiili (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,12.8
2009,2009,03,Kivihiili (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",15
2009,2009,04,Maakaasu (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",9572
2009,2009,04,Maakaasu (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-10.7
2009,2009,04,Maakaasu (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,11.8
2009,2009,04,Maakaasu (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",13.8
2009,2009,05,Muut fossiiliset (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",587
2009,2009,05,Muut fossiiliset (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-22
2009,2009,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.7
2009,2009,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",0.8
2009,2009,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",21049
2009,2009,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,5
2009,2009,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,25.9
2009,2009,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",30.4
2009,2009,07,Turve,arvogwh,"Määrä, GWh",4124
2009,2009,07,Turve,vv_muutos,Vuosimuutos %,-16.3
2009,2009,07,Turve,osuuskk,Osuus kokonaiskulutuksesta %,5.1
2009,2009,07,Turve,osuuskt,"Osuus kokonaistuotannosta, %",6
2009,2009,08,FOSSIILISET JA TURVE YHTEENSÄ,arvogwh,"Määrä, GWh",25173
2009,2009,08,FOSSIILISET JA TURVE YHTEENSÄ,vv_muutos,Vuosimuutos %,0.8
2009,2009,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,31
2009,2009,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",36.4
2009,2009,09,Vesivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",12573
2009,2009,09,Vesivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-25.6
2009,2009,09,Vesivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,15.5
2009,2009,09,Vesivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",18.2
2009,2009,10,Tuulivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",277
2009,2009,10,Tuulivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,6.1
2009,2009,10,Tuulivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.3
2009,2009,10,Tuulivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.4
2009,2009,11,Aurinkovoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",4
2009,2009,11,Aurinkovoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,0
2009,2009,11,Aurinkovoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0
2009,2009,11,Aurinkovoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0
2009,2009,12,Mustalipeä (Uusiutuva energialähde),arvogwh,"Määrä, GWh",4287
2009,2009,12,Mustalipeä (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-19.3
2009,2009,12,Mustalipeä (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,5.3
2009,2009,12,Mustalipeä (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",6.2
2009,2009,13,Muut puupolttoaineet (Uusiutuva energialähde),arvogwh,"Määrä, GWh",3612
2009,2009,13,Muut puupolttoaineet (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-14
2009,2009,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,4.4
2009,2009,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",5.2
2009,2009,14,Muut uusiutuvat (Uusiutuva energialähde),arvogwh,"Määrä, GWh",375
2009,2009,14,Muut uusiutuvat (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,4.2
2009,2009,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.5
2009,2009,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.5
2009,2009,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",8274
2009,2009,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-16.2
2009,2009,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,10.2
2009,2009,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",12
2009,2009,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,arvogwh,"Määrä, GWh",21128
2009,2009,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-21.9
2009,2009,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,26
2009,2009,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",30.5
2009,2009,17,Muut energialähteet,arvogwh,"Määrä, GWh",325
2009,2009,17,Muut energialähteet,vv_muutos,Vuosimuutos %,-23.2
2009,2009,17,Muut energialähteet,osuuskk,Osuus kokonaiskulutuksesta %,0.4
2009,2009,17,Muut energialähteet,osuuskt,"Osuus kokonaistuotannosta, %",0.5
2009,2009,18,SÄHKÖN TUOTANTO YHTEENSÄ,arvogwh,"Määrä, GWh",69226
2009,2009,18,SÄHKÖN TUOTANTO YHTEENSÄ,vv_muutos,Vuosimuutos %,-7.1
2009,2009,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,85.1
2009,2009,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",100
2009,2009,19,Sähkön nettotuonti,arvogwh,"Määrä, GWh",12085
2009,2009,19,Sähkön nettotuonti,vv_muutos,Vuosimuutos %,-5.4
2009,2009,19,Sähkön nettotuonti,osuuskk,Osuus kokonaiskulutuksesta %,14.9
2009,2009,19,Sähkön nettotuonti,osuuskt,"Osuus kokonaistuotannosta, %",
2009,2009,20,SÄHKÖN KOKONAISKULUTUS,arvogwh,"Määrä, GWh",81311
2009,2009,20,SÄHKÖN KOKONAISKULUTUS,vv_muutos,Vuosimuutos %,-6.8
