Vuosi,"Sähkön tuotanto ja kulutus, GWh",Tiedot,value
2021,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.4
2021,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",6298
2021,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,4.6
2021,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,7.2
2021,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",9.1
2021,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",5841
2021,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,36.3
2021,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.7
2021,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8.4
2021,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",671
2021,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,8.8
2021,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.8
2021,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1
2021,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",12809
2021,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,17.3
2021,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,14.7
2021,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",18.5
2021,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",36910
2021,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,6.2
2021,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,42.4
2021,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",53.2
2021,Muut energialähteet,"Määrä, GWh",244
2021,Muut energialähteet,Vuosimuutos %,13
2021,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.3
2021,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.4
2021,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",69324
2021,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,4.1
2021,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,79.6
2021,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2021,Sähkön nettotuonti,"Määrä, GWh",17768
2021,Sähkön nettotuonti,Vuosimuutos %,17.6
2021,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,20.4
2021,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2021,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",87092
2021,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,6.6
2021,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2021,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2022,YDINVOIMA,"Määrä, GWh",24242
2022,YDINVOIMA,Vuosimuutos %,7
2022,YDINVOIMA,Osuus kokonaiskulutuksesta %,29.7
2022,YDINVOIMA,"Osuus kokonaistuotannosta, %",35.1
2022,Öljy (Fossiilinen polttoaine),"Määrä, GWh",224
2022,Öljy (Fossiilinen polttoaine),Vuosimuutos %,48.3
2022,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.3
2022,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2022,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",3252
2022,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,28.9
2022,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,4
2022,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",4.7
2022,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",913
2022,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-75.5
2022,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.1
2022,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.3
2022,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",958
2022,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,-17.8
2022,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.2
2022,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.4
2022,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",5347
2022,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-29.4
2022,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,6.5
2022,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",7.7
2022,Turve,"Määrä, GWh",2012
2022,Turve,Vuosimuutos %,3.1
2022,Turve,Osuus kokonaiskulutuksesta %,2.5
2022,Turve,"Osuus kokonaistuotannosta, %",2.9
2022,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",7360
2022,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-22.7
2022,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,9
2022,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",10.6
2022,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",13337
2022,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-14.6
2022,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,16.3
2022,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",19.3
2022,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",11560
2022,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,41.3
2022,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,14.2
2022,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",16.7
2022,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",392
2022,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,31.5
2022,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.5
2022,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.6
2022,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5651
2022,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-10.3
2022,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.9
2022,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8.2
2022,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",5705
2022,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,-2.3
2022,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,7
2022,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8.3
2022,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",667
2022,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,-0.6
2022,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.8
2022,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1
2022,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",12023
2022,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-6.1
2022,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,14.7
2022,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",17.4
2022,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",37312
2022,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,1.1
2022,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,45.7
2022,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",54
2022,Muut energialähteet,"Määrä, GWh",229
2022,Muut energialähteet,Vuosimuutos %,-6.1
2022,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.3
2022,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.3
2022,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",69142
2022,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,-0.3
2022,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,84.7
2022,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2022,Sähkön nettotuonti,"Määrä, GWh",12517
2022,Sähkön nettotuonti,Vuosimuutos %,-29.6
2022,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,15.3
2022,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2022,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",81660
2022,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-6.2
2022,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2022,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2023,YDINVOIMA,"Määrä, GWh",32759
2023,YDINVOIMA,Vuosimuutos %,35.1
2023,YDINVOIMA,Osuus kokonaiskulutuksesta %,40.9
2023,YDINVOIMA,"Osuus kokonaistuotannosta, %",41.8
2023,Öljy (Fossiilinen polttoaine),"Määrä, GWh",203
2023,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-9.4
2023,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.3
2023,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2023,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",1478
2023,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-54.6
2023,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.8
2023,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.9
2023,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",629
2023,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-31.1
2023,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.8
2023,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.8
2023,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",1009
2023,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,5.3
2023,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.3
2023,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.3
2023,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",3319
2023,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-37.9
2023,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,4.1
2023,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",4.2
2023,Turve,"Määrä, GWh",1068
2023,Turve,Vuosimuutos %,-46.9
2023,Turve,Osuus kokonaiskulutuksesta %,1.3
2023,Turve,"Osuus kokonaistuotannosta, %",1.4
2023,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",4387
2023,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-40.4
2023,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,5.5
2023,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",5.6
2023,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",15026
2023,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,12.7
2023,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,18.8
2023,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",19.2
2023,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",14465
2023,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,25.1
2023,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,18.1
2023,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",18.5
2023,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",716
2023,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,82.7
2023,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.9
2023,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.9
2023,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5382
2023,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-4.8
2023,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.7
2023,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",6.9
2023,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4814
2023,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,-15.6
2023,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6
2023,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",6.1
2023,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",523
2023,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,-21.6
2023,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.7
2023,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.7
2023,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10719
2023,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-10.8
2023,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.4
2023,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",13.7
2023,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",40926
2023,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,9.7
2023,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,51.2
2023,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",52.3
2023,Muut energialähteet,"Määrä, GWh",210
2023,Muut energialähteet,Vuosimuutos %,-8.3
2023,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.3
2023,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.3
2023,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",78283
2023,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,13.2
2023,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,97.8
2023,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2023,Sähkön nettotuonti,"Määrä, GWh",1724
2023,Sähkön nettotuonti,Vuosimuutos %,-86.2
2023,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,2.2
2023,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2023,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",80007
2023,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-2
2023,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2023,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2024,YDINVOIMA,"Määrä, GWh",31128
2024,YDINVOIMA,Vuosimuutos %,-5
2024,YDINVOIMA,Osuus kokonaiskulutuksesta %,37.5
2024,YDINVOIMA,"Osuus kokonaistuotannosta, %",39
2024,Öljy (Fossiilinen polttoaine),"Määrä, GWh",214
2024,Öljy (Fossiilinen polttoaine),Vuosimuutos %,5.4
2024,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.3
2024,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2024,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",787
2024,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-46.8
2024,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.9
2024,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1
2024,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",748
2024,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,18.9
2024,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.9
2024,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.9
2024,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",974
2024,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,-3.5
2024,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.2
2024,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.2
2024,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",2723
2024,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-18
2024,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,3.3
2024,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",3.4
2024,Turve,"Määrä, GWh",685
2024,Turve,Vuosimuutos %,-35.9
2024,Turve,Osuus kokonaiskulutuksesta %,0.8
2024,Turve,"Osuus kokonaistuotannosta, %",0.9
2024,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",3408
2024,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-22.3
2024,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,4.1
2024,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",4.3
2024,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",14132
2024,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-5.9
2024,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,17
2024,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",17.7
2024,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",20237
2024,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,39.9
2024,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,24.4
2024,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",25.3
2024,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",938
2024,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,31
2024,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,1.1
2024,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1.2
2024,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5181
2024,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-3.7
2024,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.2
2024,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",6.5
2024,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4100
2024,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,-14.8
2024,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,4.9
2024,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",5.1
2024,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",553
2024,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,5.7
2024,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.7
2024,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.7
2024,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",9834
2024,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-8.3
2024,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,11.8
2024,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",12.3
2024,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",45141
2024,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,10.3
2024,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,54.4
2024,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",56.5
2024,Muut energialähteet,"Määrä, GWh",195
2024,Muut energialähteet,Vuosimuutos %,-7.1
2024,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.2
2024,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.2
2024,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",79872
2024,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,2
2024,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,96.2
2024,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2024,Sähkön nettotuonti,"Määrä, GWh",3181
2024,Sähkön nettotuonti,Vuosimuutos %,84.5
2024,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,3.8
2024,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2024,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",83053
2024,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,3.8
2024,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2024,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
