Vuosi,"Sähkön tuotanto ja kulutus, GWh",Tiedot,value
2008,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,4.8
2008,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",5.6
2008,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",360
2008,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,9.8
2008,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.4
2008,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.5
2008,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",9872
2008,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,4.7
2008,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,11.3
2008,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",13.3
2008,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",27046
2008,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,14.5
2008,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,31
2008,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",36.3
2008,Muut energialähteet,"Määrä, GWh",423
2008,Muut energialähteet,Vuosimuutos %,27
2008,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.5
2008,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.6
2008,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",74495
2008,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,-4.3
2008,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,85.4
2008,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2008,Sähkön nettotuonti,"Määrä, GWh",12772
2008,Sähkön nettotuonti,Vuosimuutos %,1.7
2008,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,14.6
2008,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2008,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",87267
2008,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-3.5
2008,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2008,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2009,YDINVOIMA,"Määrä, GWh",22601
2009,YDINVOIMA,Vuosimuutos %,2.5
2009,YDINVOIMA,Osuus kokonaiskulutuksesta %,27.8
2009,YDINVOIMA,"Osuus kokonaistuotannosta, %",32.6
2009,Öljy (Fossiilinen polttoaine),"Määrä, GWh",483
2009,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-21.7
2009,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.6
2009,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.7
2009,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",10408
2009,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,30.8
2009,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,12.8
2009,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",15
2009,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",9572
2009,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-10.7
2009,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,11.8
2009,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",13.8
2009,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",587
2009,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,-22
2009,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.7
2009,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.8
2009,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",21049
2009,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,5
2009,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,25.9
2009,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",30.4
2009,Turve,"Määrä, GWh",4124
2009,Turve,Vuosimuutos %,-16.3
2009,Turve,Osuus kokonaiskulutuksesta %,5.1
2009,Turve,"Osuus kokonaistuotannosta, %",6
2009,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",25173
2009,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,0.8
2009,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,31
2009,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",36.4
2009,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",12573
2009,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-25.6
2009,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,15.5
2009,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",18.2
2009,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",277
2009,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,6.1
2009,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.3
2009,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.4
2009,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",4
2009,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,0
2009,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0
2009,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0
2009,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",4287
2009,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-19.3
2009,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.3
2009,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",6.2
2009,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",3612
2009,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,-14
2009,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,4.4
2009,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",5.2
2009,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",375
2009,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,4.2
2009,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.5
2009,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.5
2009,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",8274
2009,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-16.2
2009,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,10.2
2009,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",12
2009,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",21128
2009,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,-21.9
2009,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,26
2009,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",30.5
2009,Muut energialähteet,"Määrä, GWh",325
2009,Muut energialähteet,Vuosimuutos %,-23.2
2009,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.4
2009,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.5
2009,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",69226
2009,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,-7.1
2009,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,85.1
2009,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2009,Sähkön nettotuonti,"Määrä, GWh",12085
2009,Sähkön nettotuonti,Vuosimuutos %,-5.4
2009,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,14.9
2009,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2009,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",81311
2009,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-6.8
2009,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2009,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2010,YDINVOIMA,"Määrä, GWh",21889
2010,YDINVOIMA,Vuosimuutos %,-3.2
2010,YDINVOIMA,Osuus kokonaiskulutuksesta %,25
2010,YDINVOIMA,"Osuus kokonaistuotannosta, %",28.3
2010,Öljy (Fossiilinen polttoaine),"Määrä, GWh",442
2010,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-8.5
2010,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.5
2010,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.6
2010,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",13573
2010,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,30.4
2010,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,15.5
2010,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",17.6
2010,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",10977
2010,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,14.7
2010,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,12.5
2010,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",14.2
2010,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",670
2010,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,14.1
2010,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.8
2010,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.9
2010,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",25663
2010,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,21.9
2010,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,29.3
2010,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",33.2
2010,Turve,"Määrä, GWh",5858
2010,Turve,Vuosimuutos %,42
2010,Turve,Osuus kokonaiskulutuksesta %,6.7
2010,Turve,"Osuus kokonaistuotannosta, %",7.6
2010,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",31521
2010,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,25.2
2010,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,35.9
2010,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",40.8
2010,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",12743
2010,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,1.4
2010,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,14.5
2010,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",16.5
2010,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",294
2010,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,6.1
2010,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.3
2010,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.4
2010,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",5
2010,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,25
2010,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0
2010,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0
2010,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5333
2010,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,24.4
2010,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.1
2010,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",6.9
2010,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4635
2010,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,28.3
2010,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.3
2010,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",6
2010,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",431
2010,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,14.9
2010,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.5
2010,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.6
2010,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10400
2010,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,25.7
2010,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,11.9
2010,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",13.5
2010,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",23442
2010,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,11
2010,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,26.7
2010,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",30.4
2010,Muut energialähteet,"Määrä, GWh",373
2010,Muut energialähteet,Vuosimuutos %,14.8
2010,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.4
2010,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.5
2010,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",77225
2010,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,11.6
2010,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,88
2010,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2010,Sähkön nettotuonti,"Määrä, GWh",10501
2010,Sähkön nettotuonti,Vuosimuutos %,-13.1
2010,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,12
2010,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2010,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",87726
2010,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,7.9
2010,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2010,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2011,YDINVOIMA,"Määrä, GWh",22266
2011,YDINVOIMA,Vuosimuutos %,1.7
2011,YDINVOIMA,Osuus kokonaiskulutuksesta %,26.4
2011,YDINVOIMA,"Osuus kokonaistuotannosta, %",31.6
2011,Öljy (Fossiilinen polttoaine),"Määrä, GWh",381
2011,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-13.8
2011,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.5
2011,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.5
2011,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",9134
2011,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-32.7
2011,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,10.8
2011,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",13
2011,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",9202
2011,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-16.2
2011,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,10.9
2011,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",13.1
2011,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",617
2011,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,-7.9
2011,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.7
2011,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.9
2011,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",19334
2011,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-24.7
2011,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,22.9
2011,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",27.5
2011,Turve,"Määrä, GWh",5058
2011,Turve,Vuosimuutos %,-13.7
2011,Turve,Osuus kokonaiskulutuksesta %,6
2011,Turve,"Osuus kokonaistuotannosta, %",7.2
2011,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",24392
2011,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-22.6
2011,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,28.9
2011,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",34.6
2011,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",12278
2011,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-3.6
2011,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,14.6
2011,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",17.4
2011,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",481
2011,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,63.6
2011,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.6
2011,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.7
2011,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",5
2011,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,0
2011,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0
2011,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0
2011,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5067
2011,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-5
2011,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6
2011,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.2
2011,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",5078
2011,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,9.6
2011,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6
2011,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.2
2011,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",443
2011,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,2.8
2011,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.5
2011,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.6
2011,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10588
2011,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,1.8
2011,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,12.6
2011,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",15
2011,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",23353
2011,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,-0.4
2011,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,27.7
2011,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",33.2
2011,Muut energialähteet,"Määrä, GWh",410
2011,Muut energialähteet,Vuosimuutos %,9.9
2011,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.5
2011,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.6
2011,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",70420
2011,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,-8.8
2011,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,83.6
2011,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2011,Sähkön nettotuonti,"Määrä, GWh",13851
2011,Sähkön nettotuonti,Vuosimuutos %,31.9
2011,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,16.4
2011,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2011,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",84271
2011,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-3.9
2011,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2011,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2012,YDINVOIMA,"Määrä, GWh",22063
2012,YDINVOIMA,Vuosimuutos %,-0.9
2012,YDINVOIMA,Osuus kokonaiskulutuksesta %,25.9
2012,YDINVOIMA,"Osuus kokonaistuotannosta, %",32.6
2012,Öljy (Fossiilinen polttoaine),"Määrä, GWh",265
2012,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-30.4
2012,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.3
2012,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.4
2012,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",6663
2012,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-27.1
2012,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,7.8
2012,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",9.8
2012,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",6547
2012,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-28.9
2012,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,7.7
2012,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",9.7
2012,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",588
2012,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,-4.7
2012,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.7
2012,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.9
2012,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",14063
2012,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-27.3
2012,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,16.5
2012,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",20.8
2012,Turve,"Määrä, GWh",3438
2012,Turve,Vuosimuutos %,-32
2012,Turve,Osuus kokonaiskulutuksesta %,4
2012,Turve,"Osuus kokonaistuotannosta, %",5.1
2012,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",17501
2012,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-28.3
2012,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,20.6
2012,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",25.8
2012,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",16667
2012,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,35.7
2012,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,19.6
2012,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",24.6
2012,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",494
2012,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,2.7
2012,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.6
2012,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.7
2012,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",6
2012,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,20
2012,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0
2012,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0
2012,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5064
2012,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-0.1
2012,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.9
2012,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.5
2012,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4990
2012,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,-1.7
2012,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.9
2012,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.4
2012,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",492
2012,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,11.1
2012,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.6
2012,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.7
2012,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10546
2012,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-0.4
2012,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,12.4
2012,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",15.6
2012,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",27713
2012,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,18.7
2012,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,32.5
2012,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",40.9
2012,Muut energialähteet,"Määrä, GWh",436
2012,Muut energialähteet,Vuosimuutos %,6.3
2012,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.5
2012,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.6
2012,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",67714
2012,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,-3.8
2012,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,79.5
2012,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2012,Sähkön nettotuonti,"Määrä, GWh",17443
